3,0,0.039663
6,0,0.079324
9,1,0.11899
12,0,0.15864
15,0,0.1983
18,0,0.23795
21,0,0.2776
24,0,0.31725
27,0,0.35689
30,0,0.39652
33,0,0.43615
36,0,0.47578
39,0,0.51539
42,0,0.555
45,0,0.5946
48,0,0.63418
51,0,0.67376
54,0,0.71333
57,0,0.75289
60,0,0.79244
63,0,0.83197
66,0,0.87149
69,0,0.911
72,0,0.95049
75,0,0.98997
78,0,1.0294
81,0,1.0689
84,0,1.1083
87,0,1.1477
90,0,1.1871
93,0,1.2265
96,0,1.2659
99,0,1.3052
102,0,1.3445
105,0,1.3838
108,0,1.4231
111,0,1.4624
114,0,1.5016
117,0,1.5408
120,0,1.58
123,0,1.6192
126,0,1.6583
129,0,1.6974
132,0,1.7365
135,0,1.7755
138,0,1.8146
141,0,1.8536
144,0,1.8926
147,0,1.9315
150,0,1.9704
153,0,2.0093
156,0,2.0482
159,0,2.087
162,0,2.1258
165,0,2.1645
168,0,2.2032
171,0,2.2419
174,0,2.2806
177,0,2.3192
180,0,2.3578
183,0,2.3963
186,0,2.4349
189,0,2.4733
192,0,2.5118
195,0,2.5502
198,0,2.5885
201,0,2.6268
204,0,2.6651
207,0,2.7034
210,0,2.7415
213,0,2.7797
216,0,2.8178
219,0,2.8559
222,0,2.8939
225,0,2.9319
228,0,2.9698
231,0,3.0077
234,0,3.0455
237,0,3.0833
240,0,3.1211
243,0,3.1588
246,0,3.1964
249,0,3.234
252,0,3.2716
255,0,3.3091
258,0,3.3465
261,0,3.3839
264,0,3.4213
267,0,3.4585
270,0,3.4958
273,0,3.533
276,0,3.5701
279,0,3.6072
282,0,3.6442
285,0,3.6812
288,0,3.7181
291,0,3.7549
294,0,3.7917
297,0,3.8284
300,0,3.8651
303,0,3.9017
306,0,3.9383
309,0,3.9748
312,0,4.0112
315,0,4.0476
318,0,4.0839
321,0,4.1201
324,0,4.1563
327,0,4.1924
330,0,4.2285
333,0,4.2644
336,0,4.3004
339,0,4.3362
342,0,4.372
345,0,4.4077
348,0,4.4434
351,0,4.479
354,0,4.5145
357,0,4.5499
360,0,4.5853
363,0,4.6206
366,0,4.6558
369,0,4.691
372,0,4.7261
375,0,4.7611
378,0,4.796
381,0,4.8309
384,0,4.8657
387,0,4.9004
390,0,4.9351
393,0,4.9696
396,0,5.0041
399,0,5.0385
402,0,5.0729
405,0,5.1071
408,0,5.1413
411,0,5.1754
414,0,5.2094
417,0,5.2434
420,0,5.2772
423,0,5.311
426,0,5.3447
429,0,5.3783
432,0,5.4119
435,0,5.4453
438,0,5.4787
441,0,5.5119
444,0,5.5451
447,0,5.5782
450,0,5.6113
453,0,5.6442
456,0,5.677
459,0,5.7098
462,0,5.7425
465,0,5.7751
468,0,5.8076
471,0,5.84
474,0,5.8723
477,0,5.9045
480,0,5.9366
483,0,5.9687
486,0,6.0006
489,0,6.0325
492,0,6.0642
495,0,6.0959
498,0,6.1275
501,0,6.159
504,0,6.1904
507,0,6.2217
510,0,6.2528
513,0,6.2839
516,0,6.315
519,0,6.3459
522,0,6.3767
525,0,6.4074
528,0,6.438
531,0,6.4685
534,0,6.4989
537,0,6.5292
540,0,6.5594
543,0,6.5895
546,0,6.6195
549,0,6.6494
552,0,6.6792
555,0,6.7089
558,0,6.7385
561,0,6.768
564,0,6.7974
567,0,6.8267
570,0,6.8559
573,0,6.885
576,0,6.9139
579,0,6.9428
582,0,6.9715
585,0,7.0002
588,0,7.0287
591,0,7.0571
594,0,7.0855
597,0,7.1137
600,0,7.1418
603,0,7.1698
606,0,7.1976
609,0,7.2254
612,0,7.2531
615,0,7.2806
618,0,7.3081
621,0,7.3354
624,0,7.3626
627,0,7.3897
630,0,7.4167
633,0,7.4435
636,0,7.4703
639,0,7.4969
642,0,7.5234
645,0,7.5498
