648,0,7.5761
651,0,7.6023
654,0,7.6283
657,0,7.6543
660,0,7.6801
663,0,7.7058
666,0,7.7314
669,0,7.7568
672,0,7.7822
675,0,7.8074
678,0,7.8325
681,0,7.8575
684,0,7.8823
687,0,7.9071
690,0,7.9317
693,0,7.9562
696,0,7.9806
699,0,8.0048
702,0,8.0289
705,0,8.0529
708,0,8.0768
711,0,8.1006
714,0,8.1242
717,0,8.1477
720,0,8.1711
723,0,8.1943
726,0,8.2174
729,0,8.2404
732,0,8.2633
735,0,8.2861
738,0,8.3087
741,0,8.3312
744,0,8.3535
747,0,8.3757
750,0,8.3978
753,0,8.4198
756,0,8.4417
759,0,8.4634
762,0,8.4849
765,0,8.5064
768,0,8.5277
771,0,8.5489
774,0,8.57
777,0,8.5909
780,0,8.6117
783,0,8.6323
786,0,8.6528
789,0,8.6732
792,0,8.6935
795,0,8.7136
798,0,8.7336
801,0,8.7535
804,0,8.7732
807,0,8.7928
810,0,8.8122
813,0,8.8315
816,0,8.8507
819,0,8.8697
822,0,8.8886
825,0,8.9074
828,0,8.926
831,0,8.9445
834,0,8.9629
837,0,8.9811
840,0,8.9992
843,0,9.0171
846,0,9.0349
849,0,9.0526
852,0,9.0701
855,0,9.0875
858,0,9.1047
861,0,9.1218
864,0,9.1388
867,0,9.1556
870,0,9.1722
873,0,9.1888
876,0,9.2052
879,0,9.2214
882,0,9.2375
885,0,9.2535
888,0,9.2693
891,0,9.285
894,0,9.3005
897,0,9.3159
900,0,9.3312
903,0,9.3463
906,0,9.3613
909,0,9.3761
912,0,9.3907
915,0,9.4053
918,0,9.4197
921,0,9.4339
924,0,9.448
927,0,9.4619
930,0,9.4757
933,0,9.4894
936,0,9.5029
939,0,9.5163
942,0,9.5295
945,0,9.5425
948,0,9.5555
951,0,9.5682
954,0,9.5809
957,0,9.5933
960,0,9.6057
963,0,9.6179
966,0,9.6299
969,0,9.6418
972,0,9.6535
975,0,9.6651
978,0,9.6765
981,0,9.6878
984,0,9.699
987,0,9.71
990,0,9.7208
993,0,9.7315
996,0,9.742
999,0,9.7524
1002,0,9.7627
1005,0,9.7728
1008,0,9.7827
1011,0,9.7925
1014,0,9.8021
1017,0,9.8116
1020,0,9.8209
1023,0,9.8301
1026,0,9.8392
1029,0,9.848
1032,0,9.8568
1035,0,9.8653
1038,0,9.8738
1041,0,9.882
1044,0,9.8902
1047,0,9.8981
1050,0,9.9059
1053,0,9.9136
1056,0,9.9211
1059,0,9.9285
1062,0,9.9357
1065,0,9.9427
1068,0,9.9496
1071,0,9.9563
1074,0,9.9629
1077,0,9.9694
1080,0,9.9757
1083,0,9.9818
1086,0,9.9878
1089,0,9.9936
1092,0,9.9992
1095,0,10.005
1098,0,10.01
1101,0,10.015
1104,0,10.02
1107,0,10.025
1110,0,10.03
1113,0,10.035
1116,0,10.039
1119,0,10.043
1122,0,10.047
1125,0,10.051
1128,0,10.055
1131,0,10.059
1134,0,10.062
1137,0,10.066
1140,0,10.069
1143,0,10.072
1146,0,10.075
1149,0,10.078
1152,0,10.08
1155,0,10.082
1158,0,10.085
1161,0,10.087
1164,0,10.089
1167,0,10.091
1170,0,10.092
1173,0,10.094
1176,0,10.095
1179,0,10.096
1182,0,10.097
1185,0,10.098
1188,0,10.099
1191,0,10.099
1194,1,10.1
1197,0,10.1
1200,0,10.1
