Counter:,Time:,Y:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,Unknown:,T8:,X:,O2:,O1:,AF3:
68,6.1910304082588326,-68,-4259,5892,-6649,-1462,-4951,2079,5573,-822,-3080,-5318,92,6199,46,7190,-2891,-895
69,6.258191584218753,58,-4793,7565,-20,-879,25,-1570,4362,7444,3524,537,236,4250,-63,514,-7529,5425
70,6.335049361834973,48,-6778,2069,-4831,4479,-3319,-6748,-4705,-6234,2761,-4287,49,-5484,48,6364,-5414,-1949
71,6.4027258595288545,2,63,-6036,-4354,7347,-3521,-3944,5979,-6526,-1817,4590,112,-651,-82,-7262,5985,740
72,6.478793762254928,67,2594,7345,5834,-4377,3573,6036,3057,5434,-3407,4007,127,7731,-99,4809,1021,2356
73,6.543620808734382,-89,5948,-5332,-4265,1400,-13,6910,1352,8105,-6292,7005,17,1693,-75,-6177,8154,2506
74,6.620772811539785,-3,1323,5454,2648,604,-4289,3257,-1837,2762,-2208,536,100,-2484,34,2897,-27,823
75,6.686818241106423,25,-1119,-272,6863,-4256,1108,-2816,-4136,4048,4404,1270,103,7233,-30,-3423,7185,5117
76,6.759893001246608,-92,4319,-646,944,-246,-1892,3308,237,4945,-7708,3256,89,4555,73,-4593,-278,7702
77,6.830028075412311,150,-1188,4524,-2132,-2656,10,-2636,-7651,4684,-1375,-4609,22,2360,108,-6421,6942,-2265
78,6.8991829691512585,111,-6448,-6981,4064,2553,3950,-2982,-7097,6147,-6009,7873,127,-3180,65,-5386,4747,7963
79,6.968123181138797,90,1064,6260,2316,-6711,-6941,1736,-4832,7980,-895,6579,224,2972,123,-5722,-3631,4323
80,7.037659968909635,83,6896,-2710,1530,4898,7405,4779,2757,-5580,-7157,4845,81,-2396,131,5708,-1677,3039
81,7.107773660430775,111,-1308,-3048,-4876,1377,-2543,-5323,5720,7980,-875,911,82,-7132,105,-1887,4419,-6650
82,7.175448447513092,87,7118,5507,-3967,-1294,7640,6039,5782,-5079,2736,7500,106,-5881,-73,-5271,-278,-1433
83,7.241391240385829,-100,-5917,-7723,-2169,-2765,3284,7099,-527,1867,7659,2959,121,-3603,-96,4792,-5176,2443
84,7.312135292268677,3,-8049,1130,1454,-6120,609,6338,7388,-6852,-5296,-81,30,5478,-86,-5685,7791,3749
85,7.385010766161537,-16,-4232,5874,6756,-599,3873,7527,-7037,-392,5914,4175,116,-4260,109,-1082,1135,7252
86,7.455374634624061,-75,3694,-526,4879,7113,-3598,-7443,6258,7438,-5672,275,228,-1786,122,4239,4057,7496
87,7.531517804258995,143,759,4260,4380,-1283,-7305,-6726,-868,2396,2213,6299,32,2217,-41,7752,6013,1416
88,7.599955524099309,110,-6391,7778,-4751,-2843,-1689,-6710,-4187,-2652,5133,-4645,55,-5650,95,337,523,-7805
89,7.6764497967579635,-42,4646,-1645,2345,1109,7799,4018,6091,203,-4740,1530,90,-1467,-37,-7564,5903,2410
90,7.741323885055456,69,5709,-102,-5154,-2151,5929,1792,-2186,8182,7196,-1281,26,-2762,143,-1512,-768,1459
91,7.811845985087744,-78,5714,3886,3024,1473,-3850,3362,6042,-1555,-7845,5701,121,-7297,124,-7381,-6038,4349
92,7.881483271288026,-43,3499,-3345,-4713,-5263,354,-7136,-4269,-6071,974,3755,28,5579,79,8028,4197,-609
93,7.947849440523105,74,2908,2205,-7583,2002,-7544,3178,-3171,-3830,-6562,-4571,253,7106,96,4134,-4419,1093
94,8.023421265895323,48,-7897,-1515,-3733,2882,-5548,-5023,-3037,-7237,5262,7116,114,-3861,34,-7725,-633,-7056
95,8.097670360874892,-27,-5343,5664,1280,7992,-7318,5396,3932,1316,2360,-5981,106,32,-11,-6583,-6171,7067
96,8.169083689532554,-76,-4561,7812,4365,7231,3690,5358,5585,1992,-204,-1038,101,7872,-17,-7906,2330,7059
97,8.241271497576276,139,-6293,-1846,-6841,1498,-5101,5886,6411,-5244,-2266,-4643,29,5973,-31,-3578,-596,8121
98,8.310816838404941,44,132,-7723,6341,6630,-2630,-7016,-3728,7151,-2299,5496,42,3250,-72,-3309,-6244,4481
99,8.382336224979634,7,5201,-2468,5420,3028,-1182,6553,4451,-1261,-5690,6082,84,-5176,146,-3323,-6813,6492
100,8.45037879354843,74,3109,-7643,7805,7502,6712,3340,1537,7186,6070,8075,232,-7667,-32,3048,-6537,-1336
101,8.52563458343401,-15,6677,6937,-2723,8104,460,-1196,-584,-1486,-640,-5760,91,3293,103,-2854,-2653,-3414
102,8.595578496757321,22,-5779,-7532,-7305,3842,-3265,2352,-5475,6055,6018,2885,22,-1500,129,2443,7556,-2579
103,8.669092884069716,-19,-4067,-5966,-6464,8133,2691,479,4761,4920,-5426,728,28,4075,21,-983,637,5283
104,8.747043742475983,59,5053,-5056,5595,-5655,2079,-2527,-6729,-7602,-4617,5894,27,-4203,-102,3044,6372,427
105,8.824397169793166,-31,5698,-3174,-6573,-5840,5460,6757,-2143,-1756,-3607,-4840,225,-6056,132,-2338,4475,-4638
106,8.891282937291118,138,-5982,2700,612,3991,600,-2122,5563,-844,-7686,-6320,126,918,139,-27,-459,-5550
107,8.968851901665495,-57,-5584,5823,-6637,-178,6905,-1499,3316,-3149,7997,-5733,89,-4686,-18,2078,5945,-5430
108,9.034819070753032,-19,1729,-5517,-8125,1420,7312,-1836,-356,69,7729,-6540,117,-1247,72,4264,-3383,-7844
109,9.111857745542252,24,8114,5363,3469,1603,5325,2539,-4297,-942,-3834,-3151,88,-4069,32,3048,-3042,-5643
110,9.181969726451829,-18,1676,6669,-822,-971,-317,-6388,-6570,8131,-7019,966,233,2853,-47,1087,-2191,-8148
111,9.25232247593918,-29,3497,7425,-3585,4405,-6891,-2366,7121,7952,-6789,6913,94,-3482,-21,-7428,-6061,-1711
112,9.319056426660737,-69,4266,-7104,1880,6960,7448,5812,-5886,-6688,-5136,-2632,125,1320,-12,-1181,6252,-5265
113,9.394155695588118,139,-4742,5858,3524,-8089,304,-6879,6283,7771,-4825,-1995,104,4783,-94,-1066,-361,6175
114,9.476654642492875,98,-4258,3739,-8165,-7866,-6479,-499,6482,2396,4119,-703,231,-1748,-98,3849,-7439,-2633
115,9.550277653639647,130,4121,7810,11,-2304,7378,-3468,4187,2802,6346,2611,237,8108,-8,-5196,5293,-7683
116,9.619970962368685,86,-6820,1948,-5132,5851,755,-1718,4743,-1415,-5219,4693,246,4055,119,-6367,3984,-3800
117,9.688639187117385,10,3584,-2508,-3841,-1223,-4300,6574,230,1988,3266,2349,118,-5930,-32,3875,-7808,3080
118,9.761987217455081,122,-1875,339,-7738,-714,-3614,4579,-5319,-7435,6078,1640,26,2656,18,-6029,-3731,5964
119,9.836522412218898,142,7922,-3323,25,-3281,-1680,4724,3449,-7280,-5522,-3094,52,-761,112,3449,6834,-1768
120,9.911051192189348,-2,968,4337,5206,-5257,4116,1273,-4345,1598,-8127,-34,22,-5374,118,-8121,5130,-2906
121,9.977430618664055,-78,-7057,-3256,-1952,7623,-504,302,7385,2502,-5329,5974,233,-1282,122,-6768,930,7917
122,10.047783795804298,90,-4503,6764,-7581,-7504,-4089,1693,-2241,8130,3570,-7891,32,74,-106,864,-7522,-6707
123,10.119993414145474,120,2537,-2000,4241,6172,-1729,3767,2155,5465,-6909,-5604,32,-6845,124,-2150,5406,-2336
124,10.187815313822384,92,-5935,3066,7960,-6831,3471,-3613,6529,-6774,-2079,-6858,22,4941,79,-2433,5244,5917
125,10.262278235247578,-85,2144,439,724,412,-1033,-777,3590,-2581,5387,-7561,37,7992,53,-5128,4725,1101
