Counter:,Time:,Y:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,Unknown:,T8:,X:,O2:,O1:,AF3:
106,8.501704838250985,131,1797,-3612,744,1145,1134,-3100,6333,-4013,-1733,708,105,1066,-52,-791,1614,7241
107,8.569375776457282,-34,-1407,4042,5433,3835,5936,-1310,-6955,5550,850,-2376,53,-3574,-17,6281,3567,-4581
108,8.642246118515446,-24,-7620,2800,7852,6345,-331,6325,-4417,-5852,2861,7081,25,1961,41,1667,-647,-1070
109,8.71056751676934,60,-5335,6480,-5116,-1337,-1656,-6944,6129,-4165,2433,285,245,-5005,46,-4818,2808,-7370
110,8.777412657242623,-34,-2954,763,-1474,6329,-6724,-4553,-4914,3629,4955,8109,30,-3068,-24,3251,922,-7117
111,8.849017146742675,87,-3621,-7075,1070,-5907,6034,6596,-5626,-6474,-3799,-1994,29,-7809,-9,-204,1606,328
112,8.915721161761844,-30,-702,6698,3634,-2850,1537,-2424,-7253,-471,4813,-3617,85,7457,30,-5685,-2997,2548
113,8.990553147632193,11,29,2481,1072,6564,-7028,59,-2796,-5075,-6171,-4307,126,-5384,109,1659,3092,4773
114,9.05714041341205,91,5608,-8098,7099,-4878,-7828,6349,4480,-1016,-2698,4429,39,4265,31,7300,8105,-4231
115,9.13261430627217,-19,-2743,3218,-1432,3731,-4723,43,7881,4860,-4863,6932,232,-6075,38,6384,-2366,1975
116,9.202498348190707,82,4315,-4918,-4311,-5000,3259,-618,-6864,-6012,6497,2201,36,7237,126,1176,1146,-5580
117,9.276698690740673,56,-2078,1782,-6753,329,7315,6771,-6788,-5519,2544,5410,33,2136,60,340,3405,-7277
118,9.34512700221738,124,-706,753,-7765,-6153,1772,3472,-5816,-1199,7306,-2533,63,483,31,4626,5969,8111
119,9.418578952207652,26,-4740,-4686,2309,4703,5192,247,4741,-3217,-7284,684,35,-4710,101,7594,6203,-8122
120,9.485785887026935,58,4897,-3605,-1018,2754,4947,8093,-4451,2812,230,5201,34,7139,-98,-5138,-7181,-985
121,9.563305671318817,150,649,-2572,7607,-2791,2329,2827,4601,-3191,-1351,-258,56,-668,57,-7673,-5191,-6144
122,9.629426795447207,-59,-3201,5842,7289,1374,-606,-797,7501,7717,4101,8151,26,99,-9,3434,117,5315
123,9.698353322542225,-73,-1690,-1394,4491,3236,4056,6118,1021,-4026,-2504,-3141,122,-5026,104,986,-3908,678
124,9.767103228993156,43,6766,-3672,-1026,-1265,5944,2027,6005,2065,-7461,6304,18,2616,51,-3450,3484,5001
